1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:20.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:3.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:1.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:26.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:30.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:3.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:1.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:20.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:10.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:1.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:19.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:10.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:8.0	23:1.0	24:1.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:24.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:1.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:14.0	23:0.0	24:1.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:18.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:1.0	2:0.0	3:0.0	4:0.0	5:12.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:2.0	15:0.0	16:0.0	17:0.0	18:0.0	19:1.0	20:0.0	21:0.0	22:5.0	23:0.0	24:0.0	25:0.0	26:4.0	27:1.0	28:0.0
1:1.0	2:0.0	3:0.0	4:0.0	5:1.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:23.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:1.0	2:0.0	3:0.0	4:0.0	5:11.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:2.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:14.0	23:0.0	24:2.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:24.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:21.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:1.0	21:0.0	22:7.0	23:0.0	24:1.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:30.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:1.0	2:0.0	3:0.0	4:0.0	5:18.0	6:1.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:1.0	21:1.0	22:2.0	23:0.0	24:0.0	25:0.0	26:6.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:14.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:1.0	21:0.0	22:7.0	23:0.0	24:1.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:40.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:15.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:4.0	23:0.0	24:1.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:30.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:15.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:26.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:1.0	22:0.0	23:0.0	24:0.0	25:0.0	26:5.0	27:0.0	28:0.0
1:1.0	2:0.0	3:0.0	4:0.0	5:19.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:2.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:8.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:1.0	2:0.0	3:0.0	4:0.0	5:13.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:1.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:5.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:4.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:1.0	21:0.0	22:12.0	23:0.0	24:1.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:20.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:13.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:1.0	21:0.0	22:15.0	23:0.0	24:1.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:1.0	5:9.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:1.0	13:2.0	14:1.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:1.0	22:22.0	23:0.0	24:2.0	25:0.0	26:1.0	27:0.0	28:0.0
1:1.0	2:0.0	3:0.0	4:0.0	5:5.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:1.0	21:0.0	22:13.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:20.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:7.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:1.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:21.0	23:0.0	24:1.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:1.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:16.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:5.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:1.0	21:0.0	22:13.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:28.0	6:0.0	7:0.0	8:0.0	9:1.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:1.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:1.0	2:0.0	3:0.0	4:0.0	5:14.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:1.0	21:0.0	22:14.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:1.0	2:0.0	3:0.0	4:0.0	5:4.0	6:0.0	7:0.0	8:1.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:1.0	19:0.0	20:0.0	21:1.0	22:21.0	23:0.0	24:0.0	25:0.0	26:1.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:17.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:1.0	2:0.0	3:0.0	4:0.0	5:10.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:1.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:27.0	23:0.0	24:1.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:7.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:12.0	23:0.0	24:1.0	25:0.0	26:0.0	27:0.0	28:0.0
1:1.0	2:0.0	3:0.0	4:0.0	5:9.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:1.0	21:0.0	22:29.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:4.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:1.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:18.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:30.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:28.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:1.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:1.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:2.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:1.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:26.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:14.0	23:0.0	24:1.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:32.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:2.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:2.0	2:0.0	3:0.0	4:0.0	5:14.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:1.0	21:0.0	22:23.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:7.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:1.0	15:0.0	16:0.0	17:0.0	18:0.0	19:1.0	20:0.0	21:1.0	22:22.0	23:0.0	24:0.0	25:0.0	26:3.0	27:0.0	28:0.0
1:1.0	2:0.0	3:0.0	4:0.0	5:13.0	6:0.0	7:1.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:1.0	16:0.0	17:0.0	18:0.0	19:0.0	20:1.0	21:0.0	22:23.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:1.0	2:0.0	3:0.0	4:0.0	5:11.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:1.0	21:0.0	22:5.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:1.0	3:0.0	4:0.0	5:34.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:2.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:1.0	23:0.0	24:2.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:11.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:7.0	23:1.0	24:1.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:24.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:1.0	2:0.0	3:0.0	4:0.0	5:4.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:19.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:9.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:1.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:20.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:9.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:1.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:19.0	23:0.0	24:1.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:9.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:1.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:23.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:5.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:1.0	21:0.0	22:17.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:12.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:1.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:1.0	21:0.0	22:14.0	23:0.0	24:2.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:40.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:1.0	2:0.0	3:0.0	4:0.0	5:16.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:1.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:17.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:1.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:9.0	23:0.0	24:1.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:20.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:6.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:13.0	23:0.0	24:1.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:10.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:1.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:18.0	23:0.0	24:1.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:6.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:1.0	21:0.0	22:23.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:1.0	2:1.0	3:0.0	4:0.0	5:15.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:1.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:21.0	23:0.0	24:1.0	25:0.0	26:0.0	27:0.0	28:0.0
1:1.0	2:0.0	3:0.0	4:0.0	5:3.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:1.0	21:0.0	22:12.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:5.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:1.0	21:0.0	22:14.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0
1:0.0	2:0.0	3:1.0	4:0.0	5:2.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:1.0	12:0.0	13:4.0	14:0.0	15:0.0	16:1.0	17:0.0	18:0.0	19:1.0	20:1.0	21:0.0	22:8.0	23:0.0	24:0.0	25:0.0	26:1.0	27:0.0	28:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:25.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:1.0	21:0.0	22:3.0	23:0.0	24:1.0	25:0.0	26:0.0	27:0.0	28:0.0
