1:30.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:16.0
1:15.0	2:0.0	3:0.0	4:0.0	5:0.0	6:1.0	7:0.0	8:1.0
1:40.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:20.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:40.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:62.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:20.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:30.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:30.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:19.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:23.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:30.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:40.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:20.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:40.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:30.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:10.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:10.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:40.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:10.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:20.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:34.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:11.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:17.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:21.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:1.0	8:8.0
1:15.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:12.0	2:1.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:6.0
1:18.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:19.0
1:13.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:14.0
1:12.0	2:0.0	3:0.0	4:0.0	5:0.0	6:1.0	7:0.0	8:4.0
1:20.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:19.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:40.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:20.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
1:30.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0
